TBLID,GEOID,GEONAME,PROFLN,TITLE,PRF_ESTIMATE,PRF_MG_ERROR,PCT_ESTIMATE,PCT_MG_ERROR
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",0,SELECTED HOUSING CHARACTERISTICS,,,,
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",0.5,,,,,
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",0.8,HOUSING OCCUPANCY,,,,
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",1,Total housing units,"323,021","+/-4,747","323,021",(X)
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",2,Occupied housing units,"297,146","+/-5,120",92.0,+/-1.0
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",3,Vacant housing units,"25,875","+/-3,280",8.0,+/-1.0
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",3.3,,,,,
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",4,Homeowner vacancy rate,0.6,+/-0.4,(X),(X)
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",5,Rental vacancy rate,4.1,+/-1.3,(X),(X)
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",5.3,,,,,
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",5.5,UNITS IN STRUCTURE,,,,
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",6,Total housing units,"323,021","+/-4,747","323,021",(X)
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",7,"1-unit, detached","174,518","+/-4,380",54.0,+/-1.4
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",8,"1-unit, attached","20,795","+/-2,380",6.4,+/-0.7
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",9,2 units,"6,884","+/-1,386",2.1,+/-0.4
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",10,3 or 4 units,"12,644","+/-1,938",3.9,+/-0.6
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",11,5 to 9 units,"17,392","+/-2,576",5.4,+/-0.8
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",12,10 to 19 units,"16,436","+/-2,506",5.1,+/-0.8
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",13,20 or more units,"63,596","+/-3,545",19.7,+/-1.0
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",14,Mobile home,"10,080","+/-1,652",3.1,+/-0.5
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",15,"Boat, RV, van, etc.",676,+/-441,0.2,+/-0.1
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",15.3,,,,,
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",15.5,YEAR STRUCTURE BUILT,,,,
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",16,Total housing units,"323,021","+/-4,747","323,021",(X)
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",17,Built 2020 or later,"2,930",+/-960,0.9,+/-0.3
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",18,Built 2010 to 2019,"42,464","+/-3,312",13.1,+/-1.0
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",19,Built 2000 to 2009,"53,642","+/-4,388",16.6,+/-1.3
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",20,Built 1990 to 1999,"45,216","+/-3,391",14.0,+/-1.1
DP04,5001800US4101,"Congressional District 1 (118th Congress), Oregon",21,Built 1980 to 1989,"33,442","+/-2,880",10.4,+/-0.9
